channel,campaign_name,package,month,Spend,Impressions,corrected_spend,corrected_impressions,method,ecpm
Digital Audio,,D_ATF_REX_067_NUEVA NETWORK_GARNT_BROD_ROS_NTL_2P_UF_Uforia Podcasting BMF Pre/Mid_CRS_POD_0:30_A18+_CPM_NONSPR,2025-02,47508.40097018623,1357251.0,42505.0,1357251.0,CPM,31.31697821552535
Digital Audio,,D_ATF_REX_067_NUEVA NETWORK_GARNT_BROD_ROS_NTL_2P_UF_Uforia Podcasting BMF Pre/Mid_CRS_POD_0:30_A18+_CPM_NONSPR,2025-03,55617.87226595202,1653381.0,51979.0,1653381.0,CPM,31.438004912358373
Digital Audio,,D_ATF_REX_067_NUEVA NETWORK_GARNT_BROD_ROS_NTL_2P_UF_Uforia Podcasting RON Pre/Mid_CRS_POD_0:30_A18+_CPM_NONSPR,2025-01,28401.12957222567,1051616.0,31394.0,1051616.0,CPM,29.85310227307306
Digital Audio,,D_ATF_REX_067_NUEVA NETWORK_GARNT_BROD_ROS_NTL_2P_UF_Uforia Podcasting RON Pre/Mid_CRS_POD_0:30_A18+_CPM_NONSPR,2025-02,30470.17170622169,1129145.0,33485.0,1129145.0,CPM,29.655181575439823
Digital Audio,,D_ATF_REX_067_NUEVA NETWORK_GARNT_BROD_ROS_NTL_2P_UF_Uforia Podcasting RON Pre/Mid_CRS_POD_0:30_A18+_CPM_NONSPR,2025-03,31690.478022697396,1190947.0,35081.0,1190947.0,CPM,29.456390586650794
Digital Audio,,D_ATF_REX_067_NUEVA NETWORK_GARNT_BROD_ROS_NTL_2P_UF_Uforia Streaming_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-01,33644.63410679092,2803805.0,51645.0,2803805.0,CPM,18.419611920229837
Digital Audio,,D_ATF_REX_067_NUEVA NETWORK_GARNT_BROD_ROS_NTL_2P_UF_Uforia Streaming_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-02,37714.567499808654,3142732.0,55714.0,3142732.0,CPM,17.727887710437926
Digital Audio,,D_ATF_REX_067_NUEVA NETWORK_GARNT_BROD_ROS_NTL_2P_UF_Uforia Streaming_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-03,33224.30651940697,2990135.0,52113.0,2990135.0,CPM,17.428310093022557
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 English_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-01,30666.04993824464,2483272.0,48317.0,2483272.0,CPM,19.45699061560715
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 English_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-02,32953.66749281491,2668385.0,50604.0,2668385.0,CPM,18.964279892144496
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 English_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-03,32121.914826581306,2826908.0,50759.0,2826908.0,CPM,17.95566038937242
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,1119416.0,30000.0,1119416.0,PAV,26.7996884089561
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,1107974.0,30000.0,1107974.0,PAV,27.076447642273195
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,1102162.0,30000.0,1102162.0,PAV,27.219229115139157
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-01,27405.344720277826,2219174.0,45056.0,2219174.0,CPM,20.303049693264253
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-02,34278.70461853836,2775670.0,51929.0,2775670.0,CPM,18.708636113082605
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-03,33139.946499415506,3146313.0,52607.0,3146313.0,CPM,16.720205523099576
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,1068633.0,30000.0,1068633.0,PAV,28.07324872056169
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,1093632.0,30000.0,1093632.0,PAV,27.431530898876403
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_AXP HM1849 Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,1105661.0,30000.0,1105661.0,PAV,27.13309052232104
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Alex El Genio _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,22937.550152521086,1044584.0,30979.0,1044584.0,CPM,29.65678202997557
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Alex El Genio _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,22916.922012131447,1045007.0,30987.0,1045007.0,CPM,29.652432950209903
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Alex El Genio _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,20634.02542399061,1032371.0,30647.0,1032371.0,CPM,29.68603341240697
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Codigo Misterio _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,22420.30864197531,1020250.0,30445.0,1020250.0,CPM,29.840725312423427
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Codigo Misterio _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,22241.704904218863,1017800.9999999999,30389.0,1017801.0,CPM,29.857506526324894
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Codigo Misterio _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,19336.950280673616,1009976.0,30191.0,1009976.0,CPM,29.892789531632435
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_De Todo Un Mucho _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,22665.252567305022,1028824.0,30635.0,1028824.0,CPM,29.77671593975257
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_De Todo Un Mucho _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,22621.8987018297,1029348.9999999999,30645.0,1029349.0,CPM,29.771243766691377
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_De Todo Un Mucho _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,19103.445151033386,1022644.0,30423.0,1022644.0,CPM,29.74935559197531
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Don Cheto _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,26214.058401816666,1190679.0,34198.0,1190679.0,CPM,28.721427017693262
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Don Cheto _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,26268.785910049373,1193017.0,34250.0,1193017.0,CPM,28.708727536992345
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Don Cheto _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,21206.906513818536,1135036.0,32523.0,1135036.0,CPM,28.653716710306988
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Cielo _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,27041.066212687183,1030251.0,30794.0,1030251.0,CPM,29.889803552726477
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Cielo _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,27213.657326596232,1034832.0,30916.0,1034832.0,CPM,29.87538073812948
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Cielo _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,27174.897158838114,1031466.0000000001,30829.0,1031466.0,CPM,29.88852759082704
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Maestro Doggy_CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,25204.98000916883,1143966.0,33172.0,1143966.0,CPM,28.99736530631155
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Maestro Doggy_CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,25695.03421498773,1168698.0,33709.0,1168698.0,CPM,28.843208425102123
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Maestro Doggy_CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,21981.09390754251,1133099.0,32582.0,1133099.0,CPM,28.754769000766924
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Show De Piolin _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,29573.809498200473,1120865.0,33189.0,1120865.0,CPM,29.610167147693968
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Show De Piolin _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,29900.293724521496,1131974.0,33486.0,1131974.0,CPM,29.581951528922044
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Show De Piolin _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,24627.48859020242,1086899.0,31969.0,1086899.0,CPM,29.413036537893586
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Erazno _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,47422.36041698691,1539969.0,46628.0,1539969.0,CPM,30.278531580830524
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Erazno _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,49555.13006506537,1608925.9999999998,48755.0,1608926.0,CPM,30.302823125488683
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Erazno _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,39756.39392436368,1433469.0,42022.0,1433469.0,CPM,29.314899729258183
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Infinitos con Martha _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,22208.92920911669,1019042.0,30415.0,1019042.0,CPM,29.846659902143383
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Infinitos con Martha _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,22712.59401533262,1024262.0,30538.0,1024262.0,CPM,29.814637270542107
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Infinitos con Martha _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,19612.543275520107,1023697.0,30454.0,1023697.0,CPM,29.74903706858572
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_La Entrevista _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,22822.104960130437,1039253.0000000001,30862.0,1039253.0,CPM,29.69632996007709
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_La Entrevista _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,23009.467603777728,1045529.9999999999,31002.0,1045530.0,CPM,29.65194685948753
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_La Entrevista _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,18680.495963929898,1027502.0,30500.0,1027502.0,CPM,29.68364051846128
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Panda Show _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,38009.10725529089,1439624.0,41607.0,1439624.0,CPM,28.901296449628514
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Panda Show _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,39182.59356645436,1484212.0,42783.0,1484212.0,CPM,28.825396910953422
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Panda Show _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,30708.453121744184,1364732.0,38207.0,1364732.0,CPM,27.995972835692285
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON AV _CRS_POD_PO030_A18+_PAV_NONSPR,2025-01,0.0,1099706.0,30000.0,1099706.0,PAV,27.28001847766585
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON AV _CRS_POD_PO030_A18+_PAV_NONSPR,2025-02,0.0,1097742.0,30000.0,1097742.0,PAV,27.328825898981727
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON AV _CRS_POD_PO030_A18+_PAV_NONSPR,2025-03,0.0,1055557.0,30000.0,1055557.0,PAV,28.42101373966541
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,26589.849542934215,1667300.0000000002,40642.0,1667300.0,CPM,24.375937143885324
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,28506.830248619663,1786945.0000000002,42554.0,1786945.0,CPM,23.813827510080053
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,24664.214268035874,1707077.0,40216.0,1707077.0,CPM,23.55839836164391
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Shoboy _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,22670.222711782728,1029051.0,30640.0,1029051.0,CPM,29.77500629220515
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Shoboy _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,22732.881513699198,1036097.0,30792.0,1036097.0,CPM,29.719225130465585
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Shoboy _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,19966.08897676718,1032368.0,30626.0,1032368.0,CPM,29.665778094632923
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-01,858275.8947261042,1009803.0,38332.0,1009803.0,CPE,37.95987930319082
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-02,743465.2274572083,1011334.0,38332.0,1011334.0,CPE,37.90241403927881
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-03,768273.6271433784,1010964.0,38332.0,1010964.0,CPE,37.916285842028
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,1008451.0,30000.0,1008451.0,PAV,29.74859462680884
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,1009871.0,30000.0,1009871.0,PAV,29.70676452735053
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,1009541.0000000001,30000.0,1009541.0,PAV,29.71647511096627
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-01,0.0,1266006.0,30000.0,1266006.0,PAV,23.696570158435268
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-02,0.0,1281677.0,30000.0,1281677.0,PAV,23.40683339094015
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-03,0.0,1285281.0,30000.0,1285281.0,PAV,23.34119931750333
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-01,862983.7591547852,1009749.0000000001,38332.0,1009749.0,CPE,37.96190934578792
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-02,700301.1055560169,1012041.0,38332.0,1012041.0,CPE,37.87593585635365
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-03,722483.0242564498,1011667.0,38332.0,1011667.0,CPE,37.8899380922774
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,1008016.0,30000.0,1008016.0,PAV,29.76143235821654
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,1010076.9999999999,30000.0,1010077.0,PAV,29.70070598578128
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,1009832.0,30000.0,1009832.0,PAV,29.70791181107353
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-01,0.0,1439093.0,30000.0,1439093.0,PAV,20.84646371012853
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-02,0.0,1475335.0,30000.0,1475335.0,PAV,20.334364737500294
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-03,0.0,1458143.0,30000.0,1458143.0,PAV,20.57411378719371
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-01,31110.268335559493,2420982.0,48260.0,2420982.0,CPM,19.934059815397223
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-02,31695.735280180277,2466645.0,48846.0,2466645.0,CPM,19.80260637424518
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-03,33996.21028907868,2918578.0,52348.0,2918578.0,CPM,17.9361319108141
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_DIS_300x250_A18+_CPM_NONSPR,2025-01,0.0,1109557.0,30000.0,1109557.0,CPM,27.037817795750914
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_DIS_300x250_A18+_CPM_NONSPR,2025-02,0.0,1107131.0,30000.0,1107131.0,CPM,27.097064394367063
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_DIS_300x250_A18+_CPM_NONSPR,2025-03,0.0,1133914.0,30000.0,1133914.0,CPM,26.457032896674704
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-01,32807.88796186857,2553364.0,49959.0,2553364.0,CPM,19.56595299377605
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-02,30051.050349219822,2338412.0,47200.0,2338412.0,CPM,20.18463812193916
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-03,35249.56336187266,2771941.0,52533.0,2771941.0,CPM,18.951702074466954
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,1085587.0,30000.0,1085587.0,PAV,27.634818766252728
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,1071132.0,30000.0,1071132.0,PAV,28.007752545904708
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,1090295.0,30000.0,1090295.0,PAV,27.515488927308667
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-01,820892.9518236786,1010254.0,38332.0,1010254.0,CPE,37.94293316334308
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-02,749811.0424490522,1011237.0,38332.0,1011237.0,CPE,37.90604971930418
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-03,727103.5665976536,1011592.0,38332.0,1011592.0,CPE,37.89274727360438
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,1008658.9999999999,30000.0,1008659.0,PAV,29.7424600385264
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,1009467.0,30000.0,1009467.0,PAV,29.71865350724689
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,1009713.0,30000.0,1009713.0,PAV,29.71141304509301
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-01,0.0,1260357.0,30000.0,1260357.0,PAV,23.802779688612038
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-02,0.0,1301875.0,30000.0,1301875.0,PAV,23.04368698991839
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-03,0.0,1331348.0000000002,30000.0,1331348.0,PAV,22.533552459612363
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-01,803977.5309396486,1010472.0,38332.0,1010472.0,CPE,37.9347473260021
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-02,744309.3871566117,1011321.0,38332.0,1011321.0,CPE,37.90290125489335
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-03,739658.2529623454,1011393.0,38332.0,1011393.0,CPE,37.90020298736496
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,1008804.0,30000.0,1008804.0,PAV,29.738185019091915
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,1009552.0000000001,30000.0,1009552.0,PAV,29.71615132256684
