channel,campaign_name,package,month,Spend,Impressions
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_TBC YouTube PreRoll_CRS_POD_PR015_A18+_CPM_NONSPR,2025-03,38580.0,1486646.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_Podcast Network - D.L. Hughley_CRS_POD_MI100_A18+_CPM_NONSPR,2025-01,5319.0,126648.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_Podcast Network - D.L. Hughley_CRS_POD_MI100_A18+_CPM_NONSPR,2025-02,6012.0,143106.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_Podcast Network - D.L. Hughley_CRS_POD_MI100_A18+_CPM_NONSPR,2025-03,5113.0,121771.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_Podcast Network - Ricky Smiley_CRS_POD_MI100_A18+_CPM_NONSPR,2025-01,10207.0,242986.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_Podcast Network - Ricky Smiley_CRS_POD_MI100_A18+_CPM_NONSPR,2025-02,16106.0,383542.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_Podcast Network - Ricky Smiley_CRS_POD_MI100_A18+_CPM_NONSPR,2025-03,11583.0,275773.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_Podcast Network DAI_CRS_POD_PR015_A18+_CPM_NONSPR,2025-01,35164.0,1004688.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_Podcast Network DAI_CRS_POD_PR015_A18+_CPM_NONSPR,2025-02,39502.0,1128685.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_Podcast Network DAI_CRS_POD_PR015_A18+_CPM_NONSPR,2025-03,33873.0,995713.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_PodcastNetwork - MickUnplugged_CRS_POD_MI100_A18+_CPM_NONSPR,2025-01,9627.0,229238.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_PodcastNetwork - MickUnplugged_CRS_POD_MI100_A18+_CPM_NONSPR,2025-02,10082.0,240058.0
Digital Audio,,D_ATF_REX_068_URBAN ONE_GARNT_BROD_ROS_NTL_2P_UF_PodcastNetwork - MickUnplugged_CRS_POD_MI100_A18+_CPM_NONSPR,2025-03,8288.0,225441.0
Display,,DNU_ATF_DEX_059_INTERACTIVEONE.COM_GARNT_BROD_ROS_NTL_2P_UF_Sponsorship Serenity Wellness_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,0.0,8.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH Custom Article _CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-02,0.0,4.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH Custom Article _CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-03,32908.0,140144.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH HPTO 3/1 + 3/2_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-02,0.0,7.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH HPTO 3/1 + 3/2_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-03,0.0,770998.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH HPTO 3/22 + 3/23_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-02,0.0,12.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH HPTO 3/22 + 3/23_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-03,0.0,644684.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH HPTO 3/8 + 3/9_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-02,0.0,7.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH HPTO 3/8 + 3/9_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-03,0.0,570118.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH Newsletter Display _CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-02,0.0,14487.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH Newsletter Display _CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-03,0.0,457567.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH Web Display_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,357.0,19841.0
Display,,I_AMB_WIM_037_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HH Web Display_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,11142.0,619124.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Allure Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,4999.0,379806.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Architectual Digest Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,6560.0,658778.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Bon Appetit Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,12636.0,487224.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Conde Nast Travelor Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,10734.0,1151736.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Epicurious Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,7648.0,819694.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 GQ Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,7501.0,494593.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Glamour Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,4999.0,169493.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Pitchfork Newl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,5001.0,200288.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Self Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,5001.0,357836.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Vanity Fair Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,11763.0,1604764.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Vogue Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,17616.0,1493471.0
Display,,I_ATF_DEX_058_CONDE NAST MEDIA GRP_GARNT_BROD_ROS_NTL_2P_UF_1/9 Wired Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,8866.0,896935.0
Display,,I_ATF_DEX_058_DV360_GARNT_BROD_ROS_NTL_2P_UF_1/9-1/10 Masthead_CRS_HIM_MAST_A18+_CPM_NONSPR,2025-01,1031994.0,101811029.0
Display,,I_ATF_DEX_058_DV360_GARNT_BROD_ROS_NTL_2P_UF_Kargo Lighthouse_MOB_PACK_MULTI_A18+_CPM_NONSPR,2025-01,11081.0,492865.0
Display,,I_ATF_DEX_058_DV360_GARNT_BROD_ROS_NTL_2P_UF_Kargo Lighthouse_MOB_PACK_MULTI_A18+_CPM_NONSPR,2025-02,20362.0,804517.0
Display,,I_ATF_DEX_058_DV360_GARNT_BROD_ROS_NTL_2P_UF_Kargo Lighthouse_MOB_PACK_MULTI_A18+_CPM_NONSPR,2025-03,44708.0,1922247.0
Display,,I_ATF_DEX_058_Kargo_GARNT_BROD_ROS_NTL_2P_UF_Branded Takeover_MOB_PACK_MULTI_A18+_CPM_NONSPR,2025-01,15258.0,847639.0
Display,,I_ATF_DEX_058_Kargo_GARNT_BROD_ROS_NTL_2P_UF_Branded Takeover_MOB_PACK_MULTI_A18+_CPM_NONSPR,2025-02,45624.0,2534761.0
Display,,I_ATF_DEX_058_Kargo_GARNT_BROD_ROS_NTL_2P_UF_Branded Takeover_MOB_PACK_MULTI_A18+_CPM_NONSPR,2025-03,41097.0,2283076.0
Display,,I_ATF_DEX_058_MORNING BREW_GARNT_BROD_ROS_NTL_2P_UF_1/16 Brand Booster_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-01,0.0,1166393.0
Display,,I_ATF_DEX_058_MORNING BREW_GARNT_BROD_ROS_NTL_2P_UF_1/16 Brand Booster_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-02,0.0,54782.0
Display,,I_ATF_DEX_058_MORNING BREW_GARNT_BROD_ROS_NTL_2P_UF_1/16 Brand Booster_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-03,0.0,7231.0
Display,,I_ATF_DEX_058_MORNING BREW_GARNT_BROD_ROS_NTL_2P_UF_1/30 Presenting+NewYears Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,47607.0,2434851.0
Display,,I_ATF_DEX_058_MORNING BREW_GARNT_BROD_ROS_NTL_2P_UF_1/30 Presenting+NewYears Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-02,0.0,491417.0
Display,,I_ATF_DEX_058_MORNING BREW_GARNT_BROD_ROS_NTL_2P_UF_1/30 Presenting+NewYears Newsl_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-03,0.0,23429.0
Display,,I_ATF_DEX_058_VOXMEDIA.COM_GARNT_BROD_ROS_NTL_2P_UF_1/30 Newsletter Takeover MG_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-01,0.0,2310404.0
Display,,I_ATF_DEX_058_VOXMEDIA.COM_GARNT_BROD_ROS_NTL_2P_UF_1/30 Newsletter Takeover MG_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-02,0.0,0.0
Display,,I_ATF_DEX_058_VOXMEDIA.COM_GARNT_BROD_ROS_NTL_2P_UF_1/9 Newsletter Takeover Bundle_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,99999.0,1561125.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_BMG Cross Platform Targeted_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,29858.0,1926321.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_BMG Cross Platform Targeted_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,21994.0,1419075.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_BMG Cross Platform Targeted_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,4638.0,299412.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_BMG Cross Platform_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-01,0.0,742186.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_BMG Cross Platform_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-02,0.0,561507.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_BMG Cross Platform_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-03,0.0,124658.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_Blavity Site TKO (1/9)_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,48247.0,1889557.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_Parallax Video_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,19509.0,1026781.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_Parallax Video_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,36649.0,1929003.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_Parallax Video_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,2106.0,110918.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_Travel Noire Site TKO (1/9)_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,49108.0,975807.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_Video Pre-roll_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,29881.0,1149214.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_Video Pre-roll_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,21856.0,840685.0
Display,,I_ATF_DEX_059_BLAVITY.COM_GARNT_BROD_ROS_NTL_2P_UF_Video Pre-roll_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,4018.0,154482.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HPTO (1/10) _CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,18997.0,513892.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HPTO (1/10) _CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-02,0.0,36.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HPTO (1/10) _CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-03,0.0,0.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HPTO (1/9) _CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,18997.0,535375.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HPTO (1/9) _CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-02,0.0,12.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_HPTO (1/9) _CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-03,0.0,0.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_Video Pre-roll_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,82557.0,2663019.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_Video Pre-roll_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,27519.0,887748.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_Video Pre-roll_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,28857.0,930940.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_Web Display_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,43262.0,2403392.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_Web Display_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,19007.0,1055599.0
Display,,I_ATF_DEX_059_ESSENCE.COM_GARNT_BROD_ROS_NTL_2P_UF_Web Display_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,17313.0,961531.0
Display,,I_ATF_DEX_059_INTERACTIVEONE.COM_GARNT_BROD_ROS_NTL_2P_UF_ROS Display_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,30874.0,2572681.0
Display,,I_ATF_DEX_059_INTERACTIVEONE.COM_GARNT_BROD_ROS_NTL_2P_UF_ROS Display_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,56834.0,4736212.0
Display,,I_ATF_DEX_059_INTERACTIVEONE.COM_GARNT_BROD_ROS_NTL_2P_UF_ROS Display_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,64911.0,5409215.0
Display,,I_ATF_DEX_059_INTERACTIVEONE.COM_GARNT_BROD_ROS_NTL_2P_UF_ROS Video Pre-roll_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,12319.0,410773.0
Display,,I_ATF_DEX_059_INTERACTIVEONE.COM_GARNT_BROD_ROS_NTL_2P_UF_ROS Video Pre-roll_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,41324.0,1377449.0
Display,,I_ATF_DEX_059_INTERACTIVEONE.COM_GARNT_BROD_ROS_NTL_2P_UF_ROS Video Pre-roll_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,43722.0,1457299.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Added Value_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-01,2139.0,1397452.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Added Value_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-02,2604.0,572542.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Added Value_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-03,2883.0,701512.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Backdrop Rich Media_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,40312.0,3359305.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Backdrop Rich Media_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,14974.0,1247913.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Backdrop Rich Media_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,19041.0,1586831.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Panorama Rich Media_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,38229.0,3475316.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Panorama Rich Media_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,11501.0,1045425.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Panorama Rich Media_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,25109.0,2282521.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Targeted Rich Media_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,51479.0,7354157.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Targeted Rich Media_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,22247.0,3177530.0
Display,,I_ATF_DEX_059_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Targeted Rich Media_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,25660.0,3665283.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Alexa Homescreen_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,972.0,194570.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Alexa Homescreen_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,11530.0,2505263.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Alexa Homescreen_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,10419.0,2083464.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Fire TV Inline Home_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,3532.0,428953.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Fire TV Inline Home_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,33968.0,4250297.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Fire TV Inline Home_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,37503.0,4229098.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Fire TV Rotator_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,3615.0,436180.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Fire TV Rotator_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,33886.0,4289255.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Fire TV Rotator_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,33422.0,3931962.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Fire Tablet_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,775.0,146275.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Fire Tablet_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,11724.0,2288701.0
Display,,I_ATF_DHX_021_AMAZON ADVERTISING_GARNT_BROD_ROS_NTL_2P_UF_Fire Tablet_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,12502.0,2187573.0
Display,,I_ATF_DHX_021_DV360_GARNT_BROD_ROS_NTL_2P_UF_1/9-1/11 Masthead_CRS_HIM_MAST_A18+_CPM_NONSPR,2025-01,519341.0,62707539.0
Display,,I_ATF_DHX_021_DV360_GARNT_BROD_ROS_NTL_2P_UF_1/9-1/11 Masthead_CRS_HIM_MAST_A18+_CPM_NONSPR,2025-02,0.0,1.0
Display,,I_ATF_DHX_021_HCODEMEDIA.COM_GARNT_BROD_ROS_NTL_2P_UF_Always Cerca AV_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-01,0.0,47256.0
Display,,I_ATF_DHX_021_HCODEMEDIA.COM_GARNT_BROD_ROS_NTL_2P_UF_Always Cerca AV_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-02,0.0,755733.0
Display,,I_ATF_DHX_021_HCODEMEDIA.COM_GARNT_BROD_ROS_NTL_2P_UF_Always Cerca AV_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-03,33556.0,977961.0
Display,,I_ATF_DHX_021_HCODEMEDIA.COM_GARNT_BROD_ROS_NTL_2P_UF_Always Cerca_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-02,140410.0,17759.0
Display,,I_ATF_DHX_021_HCODEMEDIA.COM_GARNT_BROD_ROS_NTL_2P_UF_Always Cerca_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-03,1020.0,4337.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_1/30 Telenovelas Newsletter AV_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-01,0.0,70916.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_1/30 Telenovelas Newsletter AV_CRS_PACK_MULTI_A18+_PAV_NONSPR,2025-02,0.0,9462.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_1/9 Ponte Bella Newsletter_CRS_DIS_1x1_A18+_Flat_NONSPR,2025-01,1857.0,15343.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_1/9 Telenovelas Newsletter_CRS_DIS_1x1_A18+_Flat_NONSPR,2025-01,4111.0,78388.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_1/9 Telenovelas Newsletter_CRS_DIS_1x1_A18+_Flat_NONSPR,2025-02,0.0,2.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_Intent Targeting D/CIPHER_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,5536.0,686813.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_Intent Targeting D/CIPHER_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,6873.0,852573.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_Intent Targeting D/CIPHER_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,7517.0,1120432.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_Salud Editorial Sponsorship_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-01,6774.0,193575.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_Salud Editorial Sponsorship_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-02,10719.0,355822.0
Display,,I_ATF_DHX_021_MEREDITH INTERACTIVE_GARNT_BROD_ROS_NTL_2P_UF_Salud Editorial Sponsorship_CRS_PACK_MULTI_A18+_Flat_NONSPR,2025-03,0.0,1.0
Display,,I_ATF_DHX_021_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Beyond Banner_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-01,5014.0,455762.0
Display,,I_ATF_DHX_021_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Beyond Banner_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-02,16616.0,1510634.0
Display,,I_ATF_DHX_021_RAPTIVE_GARNT_BROD_ROS_NTL_2P_UF_Beyond Banner_CRS_PACK_MULTI_A18+_CPM_NONSPR,2025-03,16264.0,1478603.0
Display,I_AMB_WIM_037_AA_GARNT_MASS_ Hollywood House_1H_2025_C_MULT_RE_UF_NTL,,2025-03,26500.0,242220.0
Social,L_ATF_DEX_038_BAU_GARNT_AV_GM-Guarantee_Q1_2025_C_SC_RE_UF_NTL,,2025-01,0.0,78829118.0
Social,L_ATF_DEX_038_BAU_GARNT_AV_GM-Guarantee_Q1_2025_C_SC_RE_UF_NTL,,2025-02,0.0,2499.0
Social,L_ATF_DEX_038_BAU_GARNT_AV_GM-Guarantee_Q1_2025_C_TK_RE_UF_NTL,,2025-01,0.0,55754160.0
Social,L_ATF_DEX_038_BAU_GARNT_AV_GM-Guarantee_Q1_2025_C_TK_RE_UF_NTL,,2025-02,0.0,14588790.0
