channel,campaign_name,package,month,Spend,Impressions
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_De Todo Un Mucho _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,423.0,22644.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Don Cheto _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,4198.0,190679.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Don Cheto _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,4250.0,193017.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Don Cheto _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,2523.0,135036.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Cielo _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,794.0,30251.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Cielo _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,916.0,34832.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Cielo _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,829.0,31466.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Maestro Doggy_CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,3172.0,143966.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Maestro Doggy_CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,3709.0,168698.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Maestro Doggy_CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,2582.0,133099.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Show De Piolin _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,3189.0,120865.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Show De Piolin _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,3486.0,131974.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_El Show De Piolin _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,1969.0,86899.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Erazno _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,16628.0,539969.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Erazno _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,18755.0,608926.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Erazno _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,12022.0,433469.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Infinitos con Martha _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,415.0,19042.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Infinitos con Martha _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,538.0,24262.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Infinitos con Martha _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,454.0,23697.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_La Entrevista _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,862.0,39253.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_La Entrevista _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,1002.0,45530.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_La Entrevista _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,500.0,27502.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Panda Show _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,11607.0,439624.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Panda Show _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,12783.0,484212.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Panda Show _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,8207.0,364732.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON AV _CRS_POD_PO030_A18+_PAV_NONSPR,2025-01,0.0,99706.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON AV _CRS_POD_PO030_A18+_PAV_NONSPR,2025-02,0.0,97742.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON AV _CRS_POD_PO030_A18+_PAV_NONSPR,2025-03,0.0,55557.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,10642.0,667300.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,12554.0,786945.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_RON _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,10216.0,707077.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Shoboy _CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,640.0,29051.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Shoboy _CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,792.0,36097.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Shoboy _CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,626.0,32368.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-01,8332.0,9803.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-02,8332.0,11334.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-03,8332.0,10964.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,8451.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,9871.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,9541.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-01,0.0,266006.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-02,0.0,281677.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-03,0.0,285281.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-01,8332.0,9749.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-02,8332.0,12041.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-03,8332.0,11667.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,8016.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,10077.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,9832.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-01,0.0,439093.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-02,0.0,475335.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_BROD_ROS_NTL_2P_UF_Spons Listening HM1849 Span_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-03,0.0,458143.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-01,18260.0,1420982.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-02,18846.0,1466645.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-03,22348.0,1918578.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_DIS_300x250_A18+_CPM_NONSPR,2025-01,0.0,109557.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_DIS_300x250_A18+_CPM_NONSPR,2025-02,0.0,107131.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Eng_CRS_DIS_300x250_A18+_CPM_NONSPR,2025-03,0.0,133914.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-01,19959.0,1553364.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-02,17200.0,1338412.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR,2025-03,22533.0,1771941.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,85587.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,71132.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_AXP Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,90295.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-01,8332.0,10254.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-02,8332.0,11237.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-03,8332.0,11592.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,8659.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,9467.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,9713.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-01,0.0,260357.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-02,0.0,301875.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables English_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-03,0.0,331348.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-01,8332.0,10472.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-02,8332.0,11321.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_AUD_0:30_A18+_CPE_NONSPR,2025-03,8332.0,11393.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-01,0.0,8804.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-02,0.0,9552.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_DIS_300x250_A18+_PAV_NONSPR,2025-03,0.0,9511.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-01,0.0,279707.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-02,0.0,318673.0
Digital Audio,,D_ATF_REX_067_PANDORA MEDIA_GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Lis Unreachables Spanish_CRS_DIS_640x330_A18+_PAV_NONSPR,2025-03,0.0,326462.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_AE HM1849 English_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-01,35982.0,3576687.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_AE HM1849 English_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-02,43007.0,4274719.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_AE HM1849 English_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-03,39661.0,4396174.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_AE HM1849 Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-01,36063.0,3740936.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_AE HM1849 Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-02,51579.0,5350518.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_AE HM1849 Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-03,31179.0,3760946.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_Spons Session HM1849 Eng_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-01,7772.0,186913.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_Spons Session HM1849 Eng_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-02,10324.0,248346.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_Spons Session HM1849 Eng_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-03,6751.0,182864.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_Spons Session HM1849 Span_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-01,9507.0,238567.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_Spons Session HM1849 Span_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-02,7132.0,178974.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_BROD_ROS_NTL_2P_UF_Spons Session HM1849 Span_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-03,8225.0,227453.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_AE Unreach English_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-01,36265.0,3493848.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_AE Unreach English_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-02,42726.0,4116076.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_AE Unreach English_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-03,39221.0,4233740.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_AE Unreach Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-01,36317.0,3119850.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_AE Unreach Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-02,50750.0,4359985.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_AE Unreach Spanish_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-03,31706.0,3137529.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Session Unreach Eng_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-01,7703.0,210180.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Session Unreach Eng_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-02,10246.0,279568.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Session Unreach Eng_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-03,6929.0,211478.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Session Unreach Span_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-01,7766.0,185586.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Session Unreach Span_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-02,10165.0,242872.0
Digital Audio,,"D_ATF_REX_067_SPOTIFY USA, INC._GARNT_CSTM_Unreachables_NTL_3P_UF_Spons Session Unreach Span_CRS_AUD_0:30_A18+_CPM_NONSPR",2025-03,6998.0,187441.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_Ac� Entre Nozz _CRS_POD_1:00_A18+_CPM_NONSPR,2025-01,2740.0,91279.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_Ac� Entre Nozz _CRS_POD_1:00_A18+_CPM_NONSPR,2025-02,3666.0,122120.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_Ac� Entre Nozz _CRS_POD_1:00_A18+_CPM_NONSPR,2025-03,2572.0,111607.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_Chins & Giggles _CRS_POD_1:00_A18+_CPM_NONSPR,2025-01,6358.0,181641.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_Chins & Giggles _CRS_POD_1:00_A18+_CPM_NONSPR,2025-02,8702.0,248639.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_Chins & Giggles _CRS_POD_1:00_A18+_CPM_NONSPR,2025-03,9391.0,268331.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_IE in Besties_CRS_POD_1:00_A18+_CPM_NONSPR,2025-01,2463.0,82084.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_IE in Besties_CRS_POD_1:00_A18+_CPM_NONSPR,2025-02,3542.0,118056.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_IE in Besties_CRS_POD_1:00_A18+_CPM_NONSPR,2025-03,3988.0,157130.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_IE in Friends _CRS_POD_1:00_A18+_CPM_NONSPR,2025-01,2083.0,69522.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_IE in Friends _CRS_POD_1:00_A18+_CPM_NONSPR,2025-02,3290.0,109797.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_IE in Friends _CRS_POD_1:00_A18+_CPM_NONSPR,2025-03,3609.0,134481.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_More Than Mamis_CRS_POD_1:00_A18+_CPM_NONSPR,2025-01,4739.0,135401.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_More Than Mamis_CRS_POD_1:00_A18+_CPM_NONSPR,2025-02,6063.0,173194.0
Digital Audio,,D_ATF_REX_067_Sonoro Global Media_GARNT_BROD_ROS_NTL_2P_UF_More Than Mamis_CRS_POD_1:00_A18+_CPM_NONSPR,2025-03,6649.0,189882.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_Black Effect AV PostRoll_CRS_POD_PO030_A18+_PAV_NONSPR,2025-01,0.0,587239.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_Black Effect AV PostRoll_CRS_POD_PO030_A18+_PAV_NONSPR,2025-02,0.0,518661.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_Black Effect AV PostRoll_CRS_POD_PO030_A18+_PAV_NONSPR,2025-03,0.0,543551.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_Black Effect MidRoll_CRS_POD_MI030_A18+_CPM_NONSPR,2025-01,81395.0,2260947.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_Black Effect MidRoll_CRS_POD_MI030_A18+_CPM_NONSPR,2025-02,72275.0,2007638.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_Black Effect MidRoll_CRS_POD_MI030_A18+_CPM_NONSPR,2025-03,52593.0,2168904.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_Black Effect PreRoll_CRS_POD_PR030_A18+_CPM_NONSPR,2025-01,48862.0,1809652.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_Black Effect PreRoll_CRS_POD_PR030_A18+_CPM_NONSPR,2025-02,43637.0,1616192.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_Black Effect PreRoll_CRS_POD_PR030_A18+_CPM_NONSPR,2025-03,44775.0,1729784.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_TBC YouTube PreRoll_CRS_POD_PR015_A18+_CPM_NONSPR,2025-01,45799.0,1635720.0
Digital Audio,,D_ATF_REX_068_THE BLACK EFFECT_GARNT_BROD_ROS_NTL_2P_UF_TBC YouTube PreRoll_CRS_POD_PR015_A18+_CPM_NONSPR,2025-02,40046.0,1430299.0
